student_id,學科背景,學習目標,性別,年紀,居住地區,學過幾種程式語言,學過哪些程式語言
1689,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,中部,0,無
1690,工程科學,Tourist,男,20 - 25歲,東部,0,沒有學過
1691,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,北部,3,html、javascript、css
1692,工程科學,Career Switcher,男,26 - 30歲,南部,0,無
1693,理論科學,Tourist,女,40歲以上,北部,0,無
1694,文,Tourist,女,26 - 30歲,東部,0,無
1695,文,Learner,男,36 - 40歲,南部,1,css
1696,商,Tourist,女,20 - 25歲,東部,0,沒有學過
1697,工程科學,Learner,男,20 - 25歲,北部,2,python、javascript
1698,理論科學,Career Switcher,女,20 - 25歲,北部,3,html、javascript、css
1699,工程科學,Career Switcher,女,20 - 25歲,北部,0,沒有學過
1700,文,Tourist,男,20 - 25歲,北部,0,無
1701,工程科學,Tourist,女,26 - 30歲,中部,2,javascript、html
1702,文,Tourist,女,26 - 30歲,北部,1,python
1703,工程科學,Learner,男,20 - 25歲,北部,1,python
1704,其他,Learner,女,20 歲以下,南部,2,javascript、css
1705,工程科學,Tourist,女,20 歲以下,北部,0,無
1706,工程科學,Learner,男,31 - 35歲,東部,1,javascript
1707,工程科學,Career Switcher,男,26 - 30歲,東部,2,javascript、html
1708,理論科學,Tourist,男,26 - 30歲,北部,0,沒有
1709,資訊科學（資工、資管等等）,Tourist,女,31 - 35歲,北部,2,javascript、css
1710,理論科學,Learner,男,26 - 30歲,北部,0,無
1711,文,Learner,女,26 - 30歲,南部,1,javascript
1712,商,Tourist,女,31 - 35歲,南部,5,python、javascript、html、css、c++
1713,文,Career Switcher,女,31 - 35歲,北部,0,無
1714,商,Career Switcher,男,26 - 30歲,南部,0,沒有學過
1715,商,Career Switcher,男,26 - 30歲,南部,0,無
1716,理論科學,Tourist,男,20 歲以下,東部,0,沒有學過
1717,文,Tourist,女,26 - 30歲,南部,0,無
1718,商,Career Switcher,男,26 - 30歲,東部,3,html、javascript、css
1719,商,Career Switcher,女,20 歲以下,南部,0,無
1720,其他,Career Switcher,女,20 歲以下,東部,1,css
1721,理論科學,Tourist,男,20 - 25歲,中部,0,沒有學過
1722,商,Tourist,女,20 - 25歲,中部,0,沒有
1723,文,Learner,女,26 - 30歲,北部,0,無
1724,商,Tourist,女,20 - 25歲,東部,1,html
1725,文,Tourist,男,36 - 40歲,中部,1,python
1726,商,Tourist,男,20 - 25歲,中部,1,python
1727,文,Tourist,女,40歲以上,中部,1,javascript
1728,文,Career Switcher,女,31 - 35歲,中部,3,html、javascript、css
1729,文,Learner,女,40歲以上,中部,0,沒有
1730,商,Tourist,女,26 - 30歲,南部,0,沒有學過
1731,文,Learner,男,20 - 25歲,東部,1,python
1732,工程科學,Tourist,女,20 - 25歲,中部,0,無
1733,文,Learner,女,20 - 25歲,北部,1,python
1734,理論科學,Career Switcher,女,26 - 30歲,北部,1,html
1735,商,Career Switcher,女,26 - 30歲,北部,0,沒有學過
1736,理論科學,Tourist,女,40歲以上,南部,1,html
1737,理論科學,Tourist,女,31 - 35歲,東部,0,沒有
1738,工程科學,Tourist,女,20 - 25歲,東部,2,python、javascript
1739,理論科學,Learner,男,20 - 25歲,南部,0,沒有學過
1740,商,Tourist,女,26 - 30歲,北部,0,沒有學過
1741,文,Tourist,男,31 - 35歲,南部,1,javascript
1742,文,Career Switcher,女,20 - 25歲,南部,2,python、javascript
1743,資訊科學（資工、資管等等）,Tourist,女,20 - 25歲,南部,1,javascript
1744,文,Career Switcher,男,31 - 35歲,南部,0,沒有
1745,文,Learner,女,31 - 35歲,北部,0,沒有
1746,文,Career Switcher,男,20 - 25歲,南部,1,javascript
1747,商,Tourist,女,20 - 25歲,南部,0,無
1748,商,Career Switcher,男,36 - 40歲,其他,2,html、css
1749,商,Career Switcher,男,26 - 30歲,中部,1,python
1750,文,Learner,男,26 - 30歲,南部,2,javascript、html
1751,文,Tourist,男,36 - 40歲,南部,3,html、javascript、python
1752,理論科學,Learner,男,26 - 30歲,南部,0,無
1753,工程科學,Career Switcher,女,20 - 25歲,東部,1,html
1754,工程科學,Tourist,男,26 - 30歲,南部,0,沒有學過
1755,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,中部,0,無
1756,理論科學,Career Switcher,女,20 - 25歲,中部,0,沒有學過
1757,理論科學,Tourist,女,20 - 25歲,北部,0,沒有學過
1758,文,Tourist,男,31 - 35歲,南部,0,沒有
1759,工程科學,Tourist,女,26 - 30歲,中部,0,無
1760,文,Tourist,男,31 - 35歲,北部,0,無
1761,商,Learner,女,20 - 25歲,北部,2,javascript、html
1762,商,Learner,男,31 - 35歲,中部,1,javascript
1763,理論科學,Tourist,女,26 - 30歲,北部,0,無
1764,其他,Learner,女,36 - 40歲,中部,0,沒有學過
1765,理論科學,Tourist,男,20 - 25歲,東部,1,html
1766,商,Tourist,女,31 - 35歲,中部,1,javascript
1767,工程科學,Career Switcher,女,20 - 25歲,東部,0,沒有學過
1768,其他,Career Switcher,女,26 - 30歲,東部,0,沒有
1769,商,Tourist,女,31 - 35歲,東部,1,html
1770,文,Tourist,男,36 - 40歲,東部,1,python
1771,文,Tourist,女,26 - 30歲,北部,0,無
1772,理論科學,Career Switcher,女,26 - 30歲,北部,2,javascript、css
1773,文,Tourist,女,40歲以上,北部,0,無
1774,工程科學,Tourist,女,36 - 40歲,東部,0,沒有
1775,工程科學,Tourist,女,20 歲以下,中部,2,python、javascript
1776,商,Learner,不提供,31 - 35歲,南部,0,無
1777,理論科學,Tourist,女,20 - 25歲,北部,1,css
1778,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,北部,0,沒有
1779,文,Tourist,女,20 - 25歲,中部,0,沒有
1780,工程科學,Tourist,男,20 - 25歲,東部,0,沒有
1781,資訊科學（資工、資管等等）,Learner,男,20 歲以下,北部,0,沒有學過
1782,工程科學,Career Switcher,女,31 - 35歲,東部,1,python
1783,商,Learner,男,20 - 25歲,東部,2,html、css
1784,文,Learner,女,31 - 35歲,東部,0,無
1785,理論科學,Tourist,女,26 - 30歲,北部,0,無
1786,工程科學,Tourist,女,20 - 25歲,北部,0,無
1787,理論科學,Tourist,女,20 - 25歲,東部,0,沒有學過
1788,文,Tourist,女,20 - 25歲,中部,0,沒有學過
1789,工程科學,Learner,男,20 歲以下,東部,1,javascript
1790,工程科學,Tourist,男,40歲以上,中部,1,html
1791,工程科學,Career Switcher,女,31 - 35歲,東部,0,沒有
1792,文,Career Switcher,女,36 - 40歲,北部,0,沒有學過
1793,理論科學,Learner,女,20 - 25歲,東部,0,沒有學過
1794,工程科學,Career Switcher,男,31 - 35歲,中部,0,無
1795,資訊科學（資工、資管等等）,Tourist,女,20 - 25歲,東部,0,無
1796,工程科學,Tourist,男,31 - 35歲,中部,0,沒有
1797,文,Tourist,男,31 - 35歲,北部,1,css
1798,工程科學,Career Switcher,男,26 - 30歲,南部,1,javascript
1799,商,Tourist,女,26 - 30歲,北部,0,無
1800,工程科學,Tourist,女,36 - 40歲,東部,1,javascript
1801,理論科學,Tourist,男,26 - 30歲,中部,1,javascript
1802,理論科學,Tourist,女,20 - 25歲,南部,1,python
1803,文,Career Switcher,男,31 - 35歲,東部,0,沒有學過
1804,文,Tourist,男,20 歲以下,北部,2,html、css
1805,理論科學,Tourist,男,26 - 30歲,南部,0,沒有學過
1806,工程科學,Tourist,女,26 - 30歲,南部,0,無
1807,理論科學,Tourist,男,26 - 30歲,東部,0,無
1808,其他,Career Switcher,女,20 歲以下,北部,0,無
1809,文,Tourist,不提供,20 - 25歲,南部,0,無
1810,其他,Career Switcher,男,40歲以上,中部,3,html、javascript、css
1811,文,Learner,女,26 - 30歲,東部,0,沒有學過
1812,文,Tourist,女,26 - 30歲,中部,0,沒有學過
1813,商,Learner,男,20 - 25歲,東部,1,javascript
1814,工程科學,Tourist,女,20 歲以下,中部,0,無
1815,工程科學,Tourist,女,26 - 30歲,北部,0,無
1816,理論科學,Tourist,女,26 - 30歲,東部,0,無
1817,商,Tourist,男,36 - 40歲,中部,0,無
1818,資訊科學（資工、資管等等）,Tourist,男,20 歲以下,北部,1,javascript
1819,文,Learner,女,20 - 25歲,東部,2,javascript、css
1820,資訊科學（資工、資管等等）,Learner,男,26 - 30歲,南部,2,html、css
1821,商,Tourist,男,31 - 35歲,中部,0,沒有
1822,文,Learner,女,26 - 30歲,北部,1,css
1823,文,Tourist,女,31 - 35歲,北部,0,沒有學過
1824,其他,Career Switcher,男,20 - 25歲,中部,1,html
1825,文,Tourist,男,26 - 30歲,中部,0,沒有學過
1826,工程科學,Tourist,女,36 - 40歲,北部,0,沒有
1827,工程科學,Tourist,男,20 - 25歲,東部,1,python
1828,工程科學,Tourist,女,31 - 35歲,東部,0,無
1829,工程科學,Career Switcher,男,20 - 25歲,中部,0,無
1830,商,Tourist,女,31 - 35歲,東部,1,html
1831,資訊科學（資工、資管等等）,Tourist,男,31 - 35歲,北部,1,html
1832,工程科學,Learner,男,20 - 25歲,南部,2,python、javascript
1833,商,Learner,男,20 - 25歲,中部,1,css
1834,文,Career Switcher,女,40歲以上,北部,0,沒有
1835,理論科學,Career Switcher,男,26 - 30歲,中部,1,css
1836,文,Learner,不提供,26 - 30歲,南部,1,python
1837,理論科學,Tourist,女,26 - 30歲,北部,0,沒有
1838,工程科學,Career Switcher,女,26 - 30歲,北部,1,javascript
1839,文,Learner,男,20 - 25歲,北部,0,沒有學過
1840,商,Tourist,女,20 - 25歲,中部,4,"python、javascript ,html、css"
1841,工程科學,Career Switcher,女,26 - 30歲,南部,2,javascript、css
1842,理論科學,Learner,女,26 - 30歲,中部,1,python
1843,文,Career Switcher,男,31 - 35歲,南部,0,無
1844,文,Career Switcher,男,26 - 30歲,北部,0,沒有學過
1845,理論科學,Career Switcher,女,26 - 30歲,北部,1,python
1846,文,Career Switcher,不提供,20 歲以下,中部,1,javascript
1847,文,Tourist,男,36 - 40歲,中部,0,沒有
1848,工程科學,Learner,女,26 - 30歲,中部,0,沒有學過
1849,工程科學,Tourist,女,26 - 30歲,南部,0,無
1850,工程科學,Career Switcher,女,20 - 25歲,東部,1,css
1851,工程科學,Tourist,女,26 - 30歲,中部,1,css
1852,文,Tourist,男,26 - 30歲,東部,0,無
1853,工程科學,Tourist,男,26 - 30歲,中部,0,沒有
1854,其他,Tourist,女,20 歲以下,中部,1,python
1855,其他,Tourist,女,36 - 40歲,中部,0,無
1856,商,Career Switcher,女,31 - 35歲,中部,1,css
1857,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,東部,0,無
1858,文,Tourist,女,31 - 35歲,南部,0,沒有
1859,文,Learner,男,20 - 25歲,南部,1,css
1860,理論科學,Learner,女,26 - 30歲,北部,0,沒有學過
1861,工程科學,Career Switcher,女,36 - 40歲,南部,2,python、javascript
1862,文,Learner,男,20 - 25歲,南部,1,css
1863,商,Career Switcher,男,20 - 25歲,南部,0,無
1864,理論科學,Tourist,女,26 - 30歲,南部,2,javascript、html
1865,資訊科學（資工、資管等等）,Learner,男,36 - 40歲,南部,2,html、css
1866,文,Tourist,女,20 - 25歲,北部,0,沒有
1867,文,Tourist,女,20 - 25歲,南部,0,無
1868,其他,Tourist,女,20 歲以下,北部,0,無
1869,工程科學,Tourist,男,20 - 25歲,其他,0,沒有學過
1870,工程科學,Career Switcher,男,20 - 25歲,南部,0,沒有學過
1871,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,南部,2,python、javascript
1872,工程科學,Career Switcher,女,36 - 40歲,南部,1,python
1873,商,Tourist,女,31 - 35歲,中部,0,無
1874,商,Career Switcher,女,31 - 35歲,東部,0,無
1875,商,Tourist,男,20 - 25歲,中部,1,javascript
1876,理論科學,Career Switcher,女,20 - 25歲,北部,0,無
1877,理論科學,Learner,女,26 - 30歲,北部,1,javascript
1878,工程科學,Career Switcher,男,20 - 25歲,中部,1,javascript
1879,理論科學,Tourist,女,31 - 35歲,南部,0,沒有學過
1880,工程科學,Learner,男,20 - 25歲,北部,1,css
1881,工程科學,Tourist,女,26 - 30歲,北部,0,沒有學過
1882,其他,Tourist,男,20 - 25歲,北部,2,html、css
1883,商,Career Switcher,女,20 - 25歲,南部,0,無
1884,資訊科學（資工、資管等等）,Tourist,男,40歲以上,南部,0,沒有學過
1885,理論科學,Learner,男,20 - 25歲,北部,2,javascript、css
1886,工程科學,Tourist,女,20 - 25歲,南部,0,無
1887,商,Career Switcher,男,40歲以上,南部,3,html、javascript、css
1888,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,北部,1,python
1889,商,Career Switcher,男,31 - 35歲,東部,1,html
1890,理論科學,Tourist,女,26 - 30歲,中部,3,html、javascript、css
1891,資訊科學（資工、資管等等）,Career Switcher,女,31 - 35歲,東部,1,python
1892,商,Career Switcher,女,26 - 30歲,東部,0,無
1893,理論科學,Tourist,女,20 - 25歲,東部,0,沒有學過
1894,其他,Tourist,男,20 - 25歲,中部,1,html
1895,文,Tourist,女,20 - 25歲,東部,0,無
1896,工程科學,Career Switcher,男,26 - 30歲,東部,1,python
1897,商,Learner,女,26 - 30歲,北部,1,python
1898,資訊科學（資工、資管等等）,Tourist,女,31 - 35歲,中部,1,html
1899,工程科學,Tourist,女,26 - 30歲,北部,0,無
1900,理論科學,Learner,女,20 - 25歲,北部,0,無
1901,工程科學,Career Switcher,男,31 - 35歲,北部,3,html、javascript、css
1902,文,Career Switcher,女,20 - 25歲,北部,0,沒有
1903,商,Learner,男,31 - 35歲,北部,2,html、css
1904,文,Learner,男,31 - 35歲,東部,0,沒有
1905,文,Learner,女,31 - 35歲,東部,0,沒有
1906,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,中部,1,python
1907,文,Career Switcher,女,20 - 25歲,中部,0,無
1908,文,Learner,女,20 歲以下,南部,0,沒有
1909,商,Tourist,女,26 - 30歲,北部,1,javascript
1910,文,Tourist,女,26 - 30歲,中部,1,css
1911,理論科學,Learner,男,20 - 25歲,東部,0,沒有
1912,工程科學,Tourist,女,26 - 30歲,東部,1,python
1913,文,Tourist,男,26 - 30歲,東部,1,python
1914,理論科學,Career Switcher,女,20 - 25歲,南部,1,javascript
1915,文,Learner,男,20 - 25歲,南部,0,沒有學過
1916,商,Tourist,男,26 - 30歲,南部,1,python
1917,商,Tourist,女,31 - 35歲,東部,0,沒有
1918,文,Career Switcher,女,31 - 35歲,北部,1,html
1919,資訊科學（資工、資管等等）,Tourist,不提供,26 - 30歲,中部,0,無
1920,商,Learner,男,40歲以上,中部,1,css
1921,商,Tourist,女,40歲以上,東部,0,無
1922,文,Tourist,女,20 - 25歲,中部,0,無
1923,理論科學,Career Switcher,男,31 - 35歲,中部,0,無
1924,工程科學,Tourist,女,20 - 25歲,南部,0,無
1925,商,Career Switcher,男,36 - 40歲,北部,0,無
1926,文,Learner,女,36 - 40歲,南部,0,沒有學過
1927,資訊科學（資工、資管等等）,Learner,男,20 歲以下,北部,1,css
1928,理論科學,Career Switcher,男,40歲以上,中部,1,python
1929,商,Career Switcher,女,26 - 30歲,東部,0,沒有學過
1930,理論科學,Tourist,不提供,31 - 35歲,北部,2,python、javascript
1931,理論科學,Tourist,女,36 - 40歲,南部,0,沒有學過
1932,理論科學,Tourist,不提供,20 - 25歲,北部,0,無
1933,理論科學,Career Switcher,男,26 - 30歲,北部,0,無
1934,文,Career Switcher,男,36 - 40歲,東部,0,無
1935,文,Career Switcher,男,20 歲以下,東部,0,沒有學過
1936,文,Career Switcher,女,26 - 30歲,中部,0,無
1937,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,北部,1,javascript
1938,工程科學,Tourist,男,26 - 30歲,東部,0,無
1939,工程科學,Tourist,男,20 歲以下,中部,0,沒有學過
1940,文,Tourist,男,31 - 35歲,中部,2,python、javascript
1941,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,中部,1,css
1942,文,Tourist,女,20 - 25歲,南部,0,無
1943,理論科學,Tourist,女,26 - 30歲,北部,1,html
1944,理論科學,Tourist,男,31 - 35歲,東部,2,javascript、css
1945,文,Tourist,女,31 - 35歲,南部,0,沒有
1946,商,Tourist,女,26 - 30歲,北部,0,無
1947,工程科學,Tourist,女,26 - 30歲,南部,0,沒有學過
1948,商,Tourist,女,26 - 30歲,中部,0,無
1949,商,Career Switcher,男,20 - 25歲,北部,0,沒有
1950,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,北部,2,javascript、html
1951,其他,Tourist,女,36 - 40歲,北部,1,html
1952,理論科學,Tourist,女,20 - 25歲,南部,0,沒有
1953,理論科學,Learner,女,31 - 35歲,南部,1,python
1954,商,Career Switcher,男,20 - 25歲,東部,0,無
1955,文,Tourist,男,40歲以上,東部,0,沒有
1956,商,Tourist,女,20 歲以下,北部,0,無
1957,商,Learner,女,20 歲以下,中部,0,無
1958,商,Career Switcher,男,20 - 25歲,北部,1,python
1959,文,Career Switcher,女,20 - 25歲,南部,1,css
1960,理論科學,Learner,男,20 - 25歲,北部,0,無
1961,文,Career Switcher,女,20 - 25歲,南部,0,無
1962,文,Tourist,男,36 - 40歲,中部,0,無
1963,文,Career Switcher,男,26 - 30歲,東部,1,python
1964,文,Tourist,男,26 - 30歲,北部,0,無
1965,其他,Career Switcher,女,26 - 30歲,中部,0,無
1966,資訊科學（資工、資管等等）,Learner,男,31 - 35歲,東部,1,python
1967,商,Tourist,男,31 - 35歲,東部,0,沒有
1968,商,Career Switcher,女,20 - 25歲,中部,0,無
1969,商,Tourist,男,26 - 30歲,北部,0,無
1970,商,Learner,男,26 - 30歲,南部,0,沒有
1971,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,東部,1,html
1972,工程科學,Tourist,女,26 - 30歲,東部,1,html
1973,商,Tourist,男,31 - 35歲,中部,0,無
1974,文,Learner,女,20 - 25歲,北部,2,javascript、html
1975,商,Learner,男,31 - 35歲,中部,0,沒有
1976,商,Tourist,女,36 - 40歲,中部,1,html
1977,理論科學,Learner,女,20 歲以下,東部,1,html
1978,工程科學,Career Switcher,男,20 歲以下,其他,0,沒有
1979,文,Career Switcher,男,26 - 30歲,中部,1,javascript
1980,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,東部,1,python
1981,理論科學,Tourist,男,36 - 40歲,北部,0,沒有學過
1982,資訊科學（資工、資管等等）,Career Switcher,女,31 - 35歲,中部,1,python
1983,理論科學,Learner,女,20 歲以下,中部,1,javascript
1984,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,北部,2,javascript、css
1985,商,Learner,女,26 - 30歲,北部,0,無
1986,工程科學,Learner,女,20 - 25歲,南部,1,javascript
1987,文,Career Switcher,男,20 - 25歲,南部,0,無
1988,文,Tourist,男,31 - 35歲,中部,0,無
1989,其他,Tourist,男,31 - 35歲,其他,0,沒有學過
1990,文,Tourist,男,26 - 30歲,北部,0,沒有
1991,文,Tourist,男,36 - 40歲,北部,0,無
1992,理論科學,Tourist,女,20 歲以下,北部,0,無
1993,理論科學,Learner,男,20 - 25歲,中部,1,html
1994,商,Tourist,男,36 - 40歲,北部,1,python
1995,理論科學,Learner,男,31 - 35歲,東部,1,python
1996,商,Learner,男,26 - 30歲,北部,1,javascript
1997,其他,Tourist,女,20 - 25歲,中部,0,沒有
1998,文,Career Switcher,男,31 - 35歲,南部,0,沒有
1999,其他,Tourist,女,36 - 40歲,中部,0,沒有
2000,商,Tourist,女,36 - 40歲,南部,0,沒有學過
2001,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,東部,0,沒有學過
2002,商,Learner,男,20 - 25歲,北部,2,html、css
2003,商,Learner,女,31 - 35歲,東部,0,無
2004,工程科學,Learner,男,31 - 35歲,北部,1,html
2005,文,Tourist,男,20 - 25歲,中部,0,沒有
2006,其他,Learner,男,31 - 35歲,北部,0,無
2007,商,Learner,女,31 - 35歲,東部,0,沒有學過
2008,商,Career Switcher,男,20 - 25歲,北部,1,css
2009,工程科學,Learner,女,20 - 25歲,北部,1,html
2010,工程科學,Career Switcher,男,31 - 35歲,中部,1,html
2011,商,Tourist,女,31 - 35歲,北部,2,python、javascript
2012,商,Tourist,男,20 - 25歲,中部,0,無
2013,商,Career Switcher,男,31 - 35歲,南部,1,html
2014,商,Tourist,女,26 - 30歲,北部,0,無
2015,文,Tourist,女,31 - 35歲,南部,0,無
2016,文,Career Switcher,女,31 - 35歲,北部,0,沒有
2017,文,Learner,女,26 - 30歲,北部,1,javascript
2018,文,Tourist,女,31 - 35歲,中部,1,python
2019,文,Tourist,女,20 - 25歲,東部,2,javascript、html
2020,其他,Tourist,女,31 - 35歲,北部,0,沒有
2021,資訊科學（資工、資管等等）,Tourist,男,20 - 25歲,南部,1,python
2022,資訊科學（資工、資管等等）,Learner,男,20 歲以下,北部,0,沒有
2023,商,Tourist,男,31 - 35歲,中部,2,python、javascript
2024,文,Learner,女,26 - 30歲,中部,0,沒有
2025,商,Career Switcher,女,40歲以上,東部,0,沒有學過
2026,工程科學,Learner,不提供,26 - 30歲,北部,0,沒有
2027,工程科學,Tourist,男,20 - 25歲,中部,0,無
2028,商,Learner,女,20 歲以下,中部,2,python、javascript
2029,理論科學,Learner,男,31 - 35歲,南部,1,css
2030,文,Learner,男,31 - 35歲,南部,0,無
2031,商,Learner,女,31 - 35歲,南部,2,javascript、css
2032,理論科學,Career Switcher,女,26 - 30歲,南部,1,css
2033,工程科學,Learner,男,31 - 35歲,北部,0,無
2034,文,Learner,男,26 - 30歲,北部,1,python
2035,理論科學,Tourist,女,20 歲以下,中部,0,沒有
2036,文,Tourist,女,20 - 25歲,北部,0,沒有
2037,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,南部,0,無
2038,工程科學,Tourist,男,40歲以上,北部,0,無
2039,商,Learner,女,40歲以上,南部,0,無
2040,商,Tourist,女,31 - 35歲,中部,1,python
2041,商,Career Switcher,男,31 - 35歲,東部,1,html
2042,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,南部,3,html、javascript、css
2043,文,Tourist,男,26 - 30歲,南部,1,html
2044,工程科學,Career Switcher,女,20 - 25歲,東部,3,html、javascript、css
2045,商,Tourist,女,31 - 35歲,南部,0,無
2046,工程科學,Learner,女,20 - 25歲,東部,0,無
2047,理論科學,Tourist,女,20 - 25歲,中部,0,無
2048,文,Tourist,男,20 - 25歲,北部,0,無
2049,理論科學,Career Switcher,男,20 - 25歲,東部,0,無
2050,商,Learner,男,26 - 30歲,東部,1,python
2051,理論科學,Tourist,女,40歲以上,南部,0,沒有
2052,文,Learner,女,36 - 40歲,北部,1,html
2053,工程科學,Tourist,男,31 - 35歲,南部,0,沒有
2054,理論科學,Tourist,女,26 - 30歲,中部,1,html
2055,理論科學,Learner,男,20 - 25歲,東部,0,無
2056,理論科學,Career Switcher,男,36 - 40歲,東部,0,無
2057,理論科學,Tourist,男,26 - 30歲,南部,0,無
2058,商,Tourist,男,26 - 30歲,北部,0,無
2059,理論科學,Tourist,女,20 - 25歲,中部,0,無
2060,文,Tourist,男,31 - 35歲,中部,0,沒有學過
2061,文,Tourist,女,36 - 40歲,南部,0,沒有
2062,文,Tourist,女,26 - 30歲,東部,1,html
2063,其他,Career Switcher,男,20 歲以下,南部,1,python
2064,商,Career Switcher,女,31 - 35歲,北部,1,python
2065,資訊科學（資工、資管等等）,Learner,女,31 - 35歲,北部,0,無
2066,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,北部,3,html、javascript、python
2067,其他,Career Switcher,女,20 - 25歲,南部,4,"python、javascript ,html、css"
2068,商,Career Switcher,男,26 - 30歲,北部,3,html、javascript、python
2069,商,Career Switcher,男,20 - 25歲,中部,1,python
2070,商,Tourist,女,26 - 30歲,東部,0,沒有學過
2071,文,Tourist,不提供,31 - 35歲,中部,1,html
2072,商,Tourist,男,26 - 30歲,中部,0,沒有
2073,理論科學,Learner,男,20 - 25歲,北部,0,沒有
2074,工程科學,Learner,男,26 - 30歲,南部,1,python
2075,資訊科學（資工、資管等等）,Career Switcher,女,40歲以上,北部,0,無
2076,文,Career Switcher,男,26 - 30歲,中部,0,沒有
2077,商,Learner,女,20 歲以下,東部,1,css
2078,工程科學,Tourist,男,20 - 25歲,北部,1,python
2079,理論科學,Tourist,男,26 - 30歲,東部,1,python
2080,商,Tourist,女,20 歲以下,東部,0,沒有學過
2081,商,Tourist,不提供,20 - 25歲,北部,0,無
2082,其他,Career Switcher,女,20 - 25歲,南部,0,無
2083,工程科學,Career Switcher,女,26 - 30歲,北部,0,沒有學過
2084,文,Tourist,女,36 - 40歲,東部,1,html
2085,理論科學,Tourist,女,20 - 25歲,北部,0,無
2086,資訊科學（資工、資管等等）,Tourist,不提供,26 - 30歲,東部,0,沒有
2087,文,Career Switcher,女,20 - 25歲,北部,1,javascript
2088,文,Tourist,男,20 - 25歲,中部,0,無
2089,文,Learner,女,20 歲以下,南部,2,python、javascript
2090,商,Career Switcher,女,20 - 25歲,南部,1,css
2091,文,Learner,女,20 - 25歲,南部,1,javascript
2092,工程科學,Learner,男,20 - 25歲,中部,2,javascript、css
2093,文,Career Switcher,男,26 - 30歲,中部,2,javascript、html
2094,文,Tourist,男,31 - 35歲,北部,0,無
2095,文,Career Switcher,女,26 - 30歲,中部,1,javascript
2096,理論科學,Tourist,男,20 - 25歲,中部,0,無
2097,理論科學,Learner,男,20 - 25歲,南部,1,javascript
2098,文,Tourist,女,20 - 25歲,東部,0,無
2099,工程科學,Learner,男,20 - 25歲,東部,1,html
2100,理論科學,Tourist,不提供,20 - 25歲,東部,0,沒有學過
2101,商,Tourist,女,20 歲以下,北部,0,無
2102,理論科學,Career Switcher,男,31 - 35歲,北部,0,無
2103,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,北部,1,python
2104,工程科學,Tourist,女,26 - 30歲,東部,1,python
2105,文,Tourist,男,31 - 35歲,北部,1,javascript
2106,文,Career Switcher,男,26 - 30歲,東部,0,沒有學過
2107,文,Career Switcher,男,26 - 30歲,北部,2,python、javascript
2108,商,Learner,男,20 - 25歲,北部,1,python
2109,文,Learner,女,26 - 30歲,中部,2,html、css
2110,資訊科學（資工、資管等等）,Tourist,男,20 - 25歲,南部,0,無
2111,文,Learner,女,36 - 40歲,東部,0,無
2112,資訊科學（資工、資管等等）,Learner,女,26 - 30歲,北部,2,python、javascript
2113,商,Learner,男,36 - 40歲,南部,0,無
2114,文,Career Switcher,男,20 歲以下,東部,2,javascript、html
2115,其他,Career Switcher,女,20 - 25歲,中部,0,無
2116,理論科學,Career Switcher,女,36 - 40歲,北部,0,無
2117,商,Tourist,女,31 - 35歲,東部,0,沒有
2118,商,Tourist,女,20 歲以下,南部,0,沒有
2119,工程科學,Career Switcher,女,40歲以上,東部,1,css
2120,理論科學,Career Switcher,女,20 歲以下,東部,2,html、css
2121,理論科學,Tourist,女,31 - 35歲,北部,0,沒有
2122,商,Learner,不提供,26 - 30歲,南部,0,無
2123,工程科學,Learner,男,20 - 25歲,北部,1,css
2124,理論科學,Learner,女,26 - 30歲,南部,2,python、javascript
2125,理論科學,Learner,男,20 - 25歲,北部,1,javascript
2126,工程科學,Career Switcher,女,20 - 25歲,中部,2,html、css
2127,工程科學,Learner,男,20 - 25歲,中部,1,css
2128,其他,Career Switcher,不提供,31 - 35歲,東部,1,css
2129,商,Learner,女,31 - 35歲,南部,1,javascript
2130,工程科學,Learner,男,26 - 30歲,南部,1,javascript
2131,文,Learner,男,31 - 35歲,中部,0,無
2132,其他,Career Switcher,男,26 - 30歲,南部,1,python
2133,文,Tourist,女,36 - 40歲,北部,1,css
2134,商,Tourist,女,20 - 25歲,南部,2,python、javascript
2135,文,Learner,男,20 - 25歲,北部,1,html
2136,商,Tourist,男,20 歲以下,東部,0,無
2137,理論科學,Career Switcher,女,31 - 35歲,東部,0,無
